INFO:doe.main:Namespace(N=128, c=1, rho=0.9, dim=20, layers=1, lr=0.01, init=0.0, clip=1, steps=20000, carry=0.99, alpha=1.0, a='e', nruns=1, pickle='model.p', seed=None, cuda=False, debug=False, logdir='./results/pdf-uniform/dim-20/cubic-False/N-128//1', run_id=1, pdf='uniform', cubic=False, I=0.1, I_max=0.5, rho_steps=5, tukey_transform=False, optimize_mu=True, cond_modes=128, use_tanh=False, init_std=0.01, cov_diagonal='var', cov_off_diagonal='var', average='var', marg_modes=128, ff_residual_connection=False, ff_activation='tanh', ff_layer_norm=False, ff_layers=1, hidden=128)
INFO:doe.main:step    1 | dv:  -0.03 | mine:  -0.04 | nwj:  -0.40 | nwjjs:  -0.37 | cpc:  -0.02 | interpol:  -0.02 | doe:  28.01 | doe_l:   9.61 | club:  -0.15 | knife:  -3.15 | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   13 | dv:  -0.00 | mine:  -0.01 | nwj:  -0.03 | nwjjs:  -0.38 | cpc:   0.00 | interpol:   0.00 | doe:  20.53 | doe_l:   9.86 | club:   0.31 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   14 | dv:   0.00 | mine:  -0.01 | nwj:  -0.03 | nwjjs:  -0.37 | cpc:   0.00 | interpol:   0.00 | doe:  20.02 | doe_l:  10.63 | club:   0.28 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   15 | dv:  -0.00 | mine:  -0.01 | nwj:  -0.04 | nwjjs:  -0.37 | cpc:   0.00 | interpol:   0.00 | doe:  20.31 | doe_l:  10.26 | club:   0.43 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   16 | dv:  -0.00 | mine:  -0.00 | nwj:  -0.03 | nwjjs:  -0.36 | cpc:  -0.00 | interpol:  -0.00 | doe:  18.25 | doe_l:   9.49 | club:   0.40 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   17 | dv:   0.00 | mine:  -0.00 | nwj:  -0.03 | nwjjs:  -0.36 | cpc:  -0.01 | interpol:  -0.01 | doe:  20.43 | doe_l:   9.40 | club:   0.45 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   18 | dv:   0.00 | mine:   0.01 | nwj:  -0.02 | nwjjs:  -0.36 | cpc:   0.00 | interpol:   0.00 | doe:  16.39 | doe_l:   9.15 | club:   0.46 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   19 | dv:   0.00 | mine:   0.02 | nwj:  -0.02 | nwjjs:  -0.36 | cpc:   0.00 | interpol:   0.00 | doe:  17.70 | doe_l:   9.13 | club:   0.42 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   20 | dv:   0.01 | mine:   0.02 | nwj:  -0.01 | nwjjs:  -0.36 | cpc:   0.01 | interpol:   0.01 | doe:  17.67 | doe_l:   9.47 | club:   0.50 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   21 | dv:   0.00 | mine:   0.02 | nwj:  -0.02 | nwjjs:  -0.37 | cpc:   0.01 | interpol:   0.01 | doe:  19.10 | doe_l:   9.56 | club:   0.57 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   22 | dv:   0.00 | mine:   0.01 | nwj:  -0.02 | nwjjs:  -0.37 | cpc:   0.00 | interpol:   0.00 | doe:  16.95 | doe_l:   9.21 | club:   0.64 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   23 | dv:   0.00 | mine:   0.01 | nwj:  -0.01 | nwjjs:  -0.36 | cpc:   0.00 | interpol:   0.00 | doe:  17.37 | doe_l:   8.70 | club:   0.41 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   24 | dv:   0.00 | mine:   0.00 | nwj:  -0.02 | nwjjs:  -0.38 | cpc:   0.00 | interpol:   0.00 | doe:  14.86 | doe_l:   8.58 | club:   0.48 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   25 | dv:   0.01 | mine:   0.01 | nwj:  -0.02 | nwjjs:  -0.37 | cpc:   0.01 | interpol:   0.01 | doe:  15.67 | doe_l:   8.42 | club:   0.51 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   26 | dv:   0.01 | mine:   0.00 | nwj:  -0.01 | nwjjs:  -0.37 | cpc:   0.00 | interpol:   0.00 | doe:  14.97 | doe_l:   8.18 | club:   0.52 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   27 | dv:  -0.00 | mine:   0.00 | nwj:  -0.01 | nwjjs:  -0.37 | cpc:   0.00 | interpol:   0.00 | doe:  15.94 | doe_l:   8.06 | club:   0.44 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   28 | dv:   0.01 | mine:   0.00 | nwj:  -0.00 | nwjjs:  -0.37 | cpc:   0.01 | interpol:   0.01 | doe:  13.81 | doe_l:   8.09 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   29 | dv:   0.01 | mine:  -0.01 | nwj:  -0.00 | nwjjs:  -0.36 | cpc:   0.01 | interpol:   0.01 | doe:  13.76 | doe_l:   8.02 | club:   0.64 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   30 | dv:   0.01 | mine:  -0.00 | nwj:  -0.01 | nwjjs:  -0.36 | cpc:   0.01 | interpol:   0.01 | doe:  13.54 | doe_l:   7.50 | club:   0.48 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   31 | dv:   0.02 | mine:   0.01 | nwj:   0.01 | nwjjs:  -0.36 | cpc:   0.02 | interpol:   0.02 | doe:  14.15 | doe_l:   7.51 | club:   0.72 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   32 | dv:   0.02 | mine:   0.01 | nwj:   0.00 | nwjjs:  -0.36 | cpc:   0.02 | interpol:   0.02 | doe:  13.35 | doe_l:   7.52 | club:   0.57 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   33 | dv:   0.01 | mine:   0.01 | nwj:   0.01 | nwjjs:  -0.36 | cpc:   0.02 | interpol:   0.02 | doe:  12.84 | doe_l:   7.20 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   34 | dv:   0.01 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.36 | cpc:   0.03 | interpol:   0.03 | doe:  11.89 | doe_l:   6.82 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   35 | dv:   0.02 | mine:   0.01 | nwj:   0.00 | nwjjs:  -0.36 | cpc:   0.01 | interpol:   0.01 | doe:  11.75 | doe_l:   6.74 | club:   0.64 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   36 | dv:   0.02 | mine:   0.01 | nwj:   0.01 | nwjjs:  -0.37 | cpc:   0.02 | interpol:   0.02 | doe:  12.04 | doe_l:   6.87 | club:   0.63 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   37 | dv:   0.00 | mine:   0.01 | nwj:   0.01 | nwjjs:  -0.37 | cpc:   0.02 | interpol:   0.02 | doe:  11.48 | doe_l:   6.23 | club:   0.60 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   38 | dv:   0.01 | mine:   0.00 | nwj:   0.01 | nwjjs:  -0.35 | cpc:   0.03 | interpol:   0.03 | doe:  11.50 | doe_l:   6.40 | club:   0.58 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   39 | dv:   0.02 | mine:  -0.00 | nwj:   0.01 | nwjjs:  -0.35 | cpc:   0.01 | interpol:   0.01 | doe:  11.20 | doe_l:   6.13 | club:   0.48 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   40 | dv:   0.02 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.34 | cpc:   0.03 | interpol:   0.03 | doe:  10.50 | doe_l:   6.38 | club:   0.65 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   41 | dv:   0.02 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.35 | cpc:   0.05 | interpol:   0.05 | doe:  10.00 | doe_l:   6.16 | club:   0.67 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   42 | dv:   0.02 | mine:   0.02 | nwj:   0.01 | nwjjs:  -0.35 | cpc:   0.05 | interpol:   0.05 | doe:   9.58 | doe_l:   6.15 | club:   0.69 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   43 | dv:   0.03 | mine:   0.02 | nwj:   0.00 | nwjjs:  -0.36 | cpc:   0.03 | interpol:   0.03 | doe:   9.89 | doe_l:   6.03 | club:   0.60 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   44 | dv:   0.02 | mine:   0.03 | nwj:   0.01 | nwjjs:  -0.36 | cpc:   0.04 | interpol:   0.04 | doe:   9.39 | doe_l:   5.51 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   45 | dv:   0.04 | mine:   0.02 | nwj:   0.02 | nwjjs:  -0.36 | cpc:   0.06 | interpol:   0.06 | doe:   8.85 | doe_l:   5.96 | club:   0.70 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   46 | dv:   0.04 | mine:   0.02 | nwj:   0.00 | nwjjs:  -0.34 | cpc:   0.04 | interpol:   0.04 | doe:   9.76 | doe_l:   5.39 | club:   0.58 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   47 | dv:   0.02 | mine:   0.04 | nwj:   0.01 | nwjjs:  -0.34 | cpc:   0.05 | interpol:   0.05 | doe:   9.12 | doe_l:   5.48 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   48 | dv:   0.04 | mine:   0.02 | nwj:   0.01 | nwjjs:  -0.32 | cpc:   0.03 | interpol:   0.03 | doe:   8.68 | doe_l:   5.11 | club:   0.52 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   49 | dv:   0.05 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.33 | cpc:   0.06 | interpol:   0.06 | doe:   7.56 | doe_l:   5.35 | club:   0.74 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   50 | dv:   0.05 | mine:   0.03 | nwj:   0.01 | nwjjs:  -0.35 | cpc:   0.05 | interpol:   0.05 | doe:   7.69 | doe_l:   4.86 | club:   0.56 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   51 | dv:   0.06 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.36 | cpc:   0.08 | interpol:   0.08 | doe:   8.01 | doe_l:   5.03 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   52 | dv:   0.05 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.33 | cpc:   0.07 | interpol:   0.07 | doe:   6.66 | doe_l:   4.78 | club:   0.65 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   53 | dv:   0.05 | mine:   0.02 | nwj:   0.03 | nwjjs:  -0.35 | cpc:   0.08 | interpol:   0.08 | doe:   7.95 | doe_l:   5.06 | club:   0.66 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   54 | dv:   0.04 | mine:   0.03 | nwj:   0.02 | nwjjs:  -0.33 | cpc:   0.06 | interpol:   0.06 | doe:   8.31 | doe_l:   4.22 | club:   0.65 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   55 | dv:   0.05 | mine:   0.04 | nwj:   0.03 | nwjjs:  -0.32 | cpc:   0.10 | interpol:   0.10 | doe:   7.07 | doe_l:   4.64 | club:   0.58 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   56 | dv:   0.08 | mine:   0.06 | nwj:   0.03 | nwjjs:  -0.32 | cpc:   0.10 | interpol:   0.10 | doe:   6.36 | doe_l:   4.36 | club:   0.75 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   57 | dv:   0.07 | mine:   0.06 | nwj:   0.02 | nwjjs:  -0.30 | cpc:   0.08 | interpol:   0.08 | doe:   6.47 | doe_l:   4.12 | club:   0.63 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   58 | dv:   0.06 | mine:   0.03 | nwj:   0.03 | nwjjs:  -0.32 | cpc:   0.10 | interpol:   0.10 | doe:   6.80 | doe_l:   3.91 | club:   0.49 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   59 | dv:   0.07 | mine:   0.05 | nwj:   0.02 | nwjjs:  -0.34 | cpc:   0.09 | interpol:   0.09 | doe:   6.50 | doe_l:   4.35 | club:   0.60 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   60 | dv:   0.04 | mine:   0.02 | nwj:   0.02 | nwjjs:  -0.31 | cpc:   0.09 | interpol:   0.09 | doe:   6.16 | doe_l:   3.98 | club:   0.48 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   61 | dv:   0.05 | mine:   0.04 | nwj:   0.02 | nwjjs:  -0.32 | cpc:   0.09 | interpol:   0.09 | doe:   6.77 | doe_l:   4.26 | club:   0.68 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   62 | dv:   0.06 | mine:   0.06 | nwj:   0.02 | nwjjs:  -0.29 | cpc:   0.11 | interpol:   0.11 | doe:   5.23 | doe_l:   3.54 | club:   0.64 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   63 | dv:   0.08 | mine:   0.06 | nwj:   0.03 | nwjjs:  -0.32 | cpc:   0.12 | interpol:   0.12 | doe:   5.65 | doe_l:   3.79 | club:   0.66 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   64 | dv:   0.09 | mine:   0.12 | nwj:   0.03 | nwjjs:  -0.34 | cpc:   0.14 | interpol:   0.14 | doe:   5.38 | doe_l:   3.61 | club:   0.67 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   65 | dv:   0.12 | mine:   0.12 | nwj:   0.03 | nwjjs:  -0.28 | cpc:   0.11 | interpol:   0.11 | doe:   5.34 | doe_l:   3.25 | club:   0.67 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   66 | dv:   0.11 | mine:   0.07 | nwj:   0.03 | nwjjs:  -0.26 | cpc:   0.18 | interpol:   0.18 | doe:   5.10 | doe_l:   3.52 | club:   0.69 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   67 | dv:   0.07 | mine:   0.02 | nwj:   0.02 | nwjjs:  -0.32 | cpc:   0.07 | interpol:   0.07 | doe:   5.25 | doe_l:   3.18 | club:   0.47 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   68 | dv:   0.08 | mine:   0.08 | nwj:   0.03 | nwjjs:  -0.30 | cpc:   0.11 | interpol:   0.11 | doe:   4.72 | doe_l:   3.03 | club:   0.55 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   69 | dv:   0.09 | mine:   0.07 | nwj:   0.02 | nwjjs:  -0.32 | cpc:   0.12 | interpol:   0.12 | doe:   4.64 | doe_l:   3.22 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   70 | dv:   0.10 | mine:   0.11 | nwj:   0.03 | nwjjs:  -0.28 | cpc:   0.15 | interpol:   0.15 | doe:   4.71 | doe_l:   2.83 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   71 | dv:   0.07 | mine:   0.05 | nwj:   0.01 | nwjjs:  -0.31 | cpc:   0.07 | interpol:   0.07 | doe:   4.79 | doe_l:   2.84 | club:   0.49 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   72 | dv:   0.11 | mine:   0.08 | nwj:   0.03 | nwjjs:  -0.29 | cpc:   0.17 | interpol:   0.17 | doe:   4.12 | doe_l:   2.96 | club:   0.57 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   73 | dv:   0.11 | mine:   0.05 | nwj:   0.02 | nwjjs:  -0.28 | cpc:   0.13 | interpol:   0.13 | doe:   4.86 | doe_l:   2.76 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   74 | dv:   0.15 | mine:   0.10 | nwj:   0.03 | nwjjs:  -0.25 | cpc:   0.18 | interpol:   0.18 | doe:   4.60 | doe_l:   2.79 | club:   0.70 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   75 | dv:   0.16 | mine:   0.12 | nwj:   0.04 | nwjjs:  -0.22 | cpc:   0.16 | interpol:   0.16 | doe:   4.30 | doe_l:   2.42 | club:   0.73 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   76 | dv:   0.18 | mine:   0.13 | nwj:   0.02 | nwjjs:  -0.29 | cpc:   0.21 | interpol:   0.21 | doe:   4.53 | doe_l:   2.93 | club:   0.74 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   77 | dv:   0.13 | mine:   0.14 | nwj:   0.02 | nwjjs:  -0.33 | cpc:   0.11 | interpol:   0.11 | doe:   3.93 | doe_l:   2.51 | club:   0.56 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   78 | dv:   0.15 | mine:   0.11 | nwj:   0.03 | nwjjs:  -0.28 | cpc:   0.17 | interpol:   0.17 | doe:   4.20 | doe_l:   2.61 | club:   0.64 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   79 | dv:   0.15 | mine:   0.10 | nwj:   0.03 | nwjjs:  -0.26 | cpc:   0.15 | interpol:   0.15 | doe:   3.59 | doe_l:   2.34 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   80 | dv:   0.12 | mine:  -0.01 | nwj:   0.03 | nwjjs:  -0.20 | cpc:   0.10 | interpol:   0.10 | doe:   4.16 | doe_l:   2.29 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   81 | dv:   0.16 | mine:   0.11 | nwj:   0.03 | nwjjs:  -0.24 | cpc:   0.19 | interpol:   0.19 | doe:   3.30 | doe_l:   2.58 | club:   0.76 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   82 | dv:   0.19 | mine:   0.19 | nwj:   0.03 | nwjjs:  -0.23 | cpc:   0.24 | interpol:   0.24 | doe:   3.70 | doe_l:   2.45 | club:   0.73 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   83 | dv:   0.19 | mine:   0.19 | nwj:   0.04 | nwjjs:  -0.32 | cpc:   0.24 | interpol:   0.24 | doe:   3.85 | doe_l:   2.40 | club:   0.79 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   84 | dv:   0.10 | mine:   0.14 | nwj:   0.02 | nwjjs:  -0.29 | cpc:   0.13 | interpol:   0.13 | doe:   3.11 | doe_l:   1.98 | club:   0.61 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   85 | dv:   0.15 | mine:   0.12 | nwj:   0.03 | nwjjs:  -0.17 | cpc:   0.21 | interpol:   0.21 | doe:   3.12 | doe_l:   1.89 | club:   0.72 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   86 | dv:   0.10 | mine:   0.08 | nwj:   0.03 | nwjjs:  -0.23 | cpc:   0.15 | interpol:   0.15 | doe:   2.88 | doe_l:   1.94 | club:   0.65 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   87 | dv:   0.25 | mine:   0.13 | nwj:   0.06 | nwjjs:  -0.18 | cpc:   0.28 | interpol:   0.28 | doe:   2.88 | doe_l:   2.07 | club:   0.77 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   88 | dv:   0.18 | mine:   0.16 | nwj:   0.03 | nwjjs:  -0.30 | cpc:   0.19 | interpol:   0.19 | doe:   2.96 | doe_l:   1.63 | club:   0.65 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   89 | dv:   0.15 | mine:   0.17 | nwj:   0.04 | nwjjs:  -0.30 | cpc:   0.23 | interpol:   0.23 | doe:   2.74 | doe_l:   1.73 | club:   0.66 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   90 | dv:   0.11 | mine:   0.16 | nwj:   0.04 | nwjjs:  -0.26 | cpc:   0.18 | interpol:   0.18 | doe:   2.83 | doe_l:   1.59 | club:   0.71 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   91 | dv:   0.16 | mine:   0.10 | nwj:   0.03 | nwjjs:  -0.21 | cpc:   0.17 | interpol:   0.17 | doe:   2.73 | doe_l:   1.58 | club:   0.57 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   92 | dv:   0.13 | mine:   0.04 | nwj:   0.04 | nwjjs:  -0.23 | cpc:   0.18 | interpol:   0.18 | doe:   2.70 | doe_l:   1.45 | club:   0.62 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   93 | dv:   0.22 | mine:   0.08 | nwj:   0.06 | nwjjs:  -0.19 | cpc:   0.25 | interpol:   0.25 | doe:   2.38 | doe_l:   1.52 | club:   0.71 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   94 | dv:   0.16 | mine:   0.17 | nwj:   0.04 | nwjjs:  -0.25 | cpc:   0.16 | interpol:   0.16 | doe:   2.47 | doe_l:   1.34 | club:   0.70 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   95 | dv:   0.20 | mine:   0.25 | nwj:   0.04 | nwjjs:  -0.25 | cpc:   0.30 | interpol:   0.30 | doe:   2.05 | doe_l:   1.32 | club:   0.73 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   96 | dv:   0.24 | mine:   0.21 | nwj:   0.05 | nwjjs:  -0.29 | cpc:   0.27 | interpol:   0.27 | doe:   2.62 | doe_l:   1.42 | club:   0.77 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   97 | dv:   0.13 | mine:   0.10 | nwj:   0.04 | nwjjs:  -0.25 | cpc:   0.17 | interpol:   0.17 | doe:   2.32 | doe_l:   1.41 | club:   0.67 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   98 | dv:   0.19 | mine:   0.10 | nwj:   0.05 | nwjjs:  -0.18 | cpc:   0.18 | interpol:   0.18 | doe:   2.28 | doe_l:   1.31 | club:   0.66 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
INFO:doe.main:step   99 | dv:   0.15 | mine:   0.07 | nwj:   0.03 | nwjjs:  -0.19 | cpc:   0.22 | interpol:   0.22 | doe:   1.86 | doe_l:   1.21 | club:   0.63 | knife:    nan | ln N: 4.85 | I(X,Y): 2.00
